Index;Tweet_notrans;HS_notrans;Abusive_notrans;HS_Individual_notrans;HS_Group_notrans;HS_Religion_notrans;HS_Race_notrans;HS_Physical_notrans;HS_Gender_notrans;HS_Other_notrans;HS_Weak_notrans;HS_Moderate_notrans;HS_Strong_notrans;Tweet_Parsed_notrans;HS_predict_notrans;Abusive_predict_notrans;HS_Individual_predict_notrans;HS_Group_predict_notrans;HS_Religion_predict_notrans;HS_Race_predict_notrans;HS_Physical_predict_notrans;HS_Gender_predict_notrans;HS_Other_predict_notrans;HS_Weak_predict_notrans;HS_Moderate_predict_notrans;HS_Strong_predict_notrans;Language_notrans;Tweet_trans;HS_trans;Abusive_trans;HS_Individual_trans;HS_Group_trans;HS_Religion_trans;HS_Race_trans;HS_Physical_trans;HS_Gender_trans;HS_Other_trans;HS_Weak_trans;HS_Moderate_trans;HS_Strong_trans;Tweet_Parsed_trans;HS_predict_trans;Abusive_predict_trans;HS_Individual_predict_trans;HS_Group_predict_trans;HS_Religion_predict_trans;HS_Race_predict_trans;HS_Physical_predict_trans;HS_Gender_predict_trans;HS_Other_predict_trans;HS_Weak_predict_trans;HS_Moderate_predict_trans;HS_Strong_predict_trans;Language_trans
1090;"I usually read the B but i liked the A but if i chiose A i would consider myself as munafik so i choose B
No C bcz aku berpendirian";0;0;0;0;0;0;0;0;0;0;0;0;i usually read the b but i liked the a but if i chiose a i would consider myself as munafik so i choose b no c because aku berpendirian;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"I usually read the B but i liked the A but if i chiose A i would consider myself as munafik so i choose B
No C bcz aku berpendirian";0;0;0;0;0;0;0;0;0;0;0;0;saya biasa baca b tetapi saya suka tetapi jika saya chiose buah saya akan anggap diri saya bagai munafik jadi saya pilih b ada c karena aku rian;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1098;Here I thought I was kampungan  https://twitter.com/coklatlumers/status/1155112412946694144ÃÂ Ã¢ÂÂ¦;0;1;0;0;0;0;0;0;0;0;0;0;here i thought i was kampungan ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Here I thought I was kampungan  https://twitter.com/coklatlumers/status/1155112412946694144ÃÂ Ã¢ÂÂ¦;0;1;0;0;0;0;0;0;0;0;0;0;di sini saya pikir saya kampung;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1102;Prabowo talks about bullshit things again. I don't believe him. He's just gonna be the next sby. We need a leader that can be trust;1;1;1;0;0;0;0;0;1;1;0;0;prabowo talks about bullshit berpikir again i do not t believe him he just going to be the next susilo bambang yudhoyono we need a leader that can be trust;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;Prabowo talks about bullshit things again. I don't believe him. He's just gonna be the next sby. We need a leader that can be trust;1;1;1;0;0;0;0;0;1;1;0;0;bicara prabowo tentang omong kosong pikir lagi saya tidak t percaya pada dia hanya akan jadi susilo bambang kita butuh pimpin  dapat percaya ikut yudhoyono;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
1103;me going through a depression episode;0;0;0;0;0;0;0;0;0;0;0;0;me pergi through a depression episode;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;me going through a depression episode;0;0;0;0;0;0;0;0;0;0;0;0;saya pergi lalu episode depresi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1110;I really don't understand what's the point? she thought me that I'm the ex of her friend and she told me that Ã¢ÂÂkampunganÃ¢ÂÂ to me as a stranger wtf? I'm done with this.;0;1;0;0;0;0;0;0;0;0;0;0;i really do not t understand apa the point she thought me that i sama the ex of her friend and she told me that kampungan to me as a stranger what the fuck i sama done dengan this ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;I really don't understand what's the point? she thought me that I'm the ex of her friend and she told me that Ã¢ÂÂkampunganÃ¢ÂÂ to me as a stranger wtf? I'm done with this.;0;1;0;0;0;0;0;0;0;0;0;0;saya benar benar tidak t paham apa titik dia pikir saya bahwa saya sama mantan teman dan dia kata kepada saya kampung bahwa untuk saya bagai orang asing apa apa saya sama laku dengan ini;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1112;"we all cuss. we all say anjir, anjing, bangsat, fuck, shit, etc. 

making a joke about someone like that is disturbing. it could trigger some few people. it could be disturbing for them if they saw it. we don't fucking care if you cuss. but, talking like that to our idols? 

+,,,,";0;1;0;0;0;0;0;0;0;0;0;0;we all because we all say anjir anjing bangsat fuck shit etc making a joke about someone like that is disturbing it could trigger some few people it could be disturbing for them if they saw it we do not t fuck care if you because but membicarakan like that to our idols ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"we all cuss. we all say anjir, anjing, bangsat, fuck, shit, etc. 

making a joke about someone like that is disturbing. it could trigger some few people. it could be disturbing for them if they saw it. we don't fucking care if you cuss. but, talking like that to our idols? 

+,,,,";0;1;0;0;0;0;0;0;0;0;0;0;kita semua karena kita semua kata anjir anjing bangsat cinta kotor dll buat lelucon tentang orang seperti  ganggu itu bisa picu beberapa beberapa orang itu bisa ganggu bagi mereka jika mereka lihat itu kita tidak t cinta peduli jika anda karena tetapi bicara seperti itu berhala kami;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1130;Straight on line to become gay Ã°ÂÂÂÃ°ÂÂ¥Â;0;0;0;0;0;0;0;0;0;0;0;0;straight on line to become gay ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Straight on line to become gay Ã°ÂÂÂÃ°ÂÂ¥Â;0;0;0;0;0;0;0;0;0;0;0;0;lurus jalur untuk jadi gay;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1134;i am today years old for just knowing the real meaning of jbjb is JOIN BARENG KAMPUNGAN BGT GWWWWWW;0;1;0;0;0;0;0;0;0;0;0;0;i am today years old for just knowing the real meaning of join bareng join bareng is join bareng kampungan banget aku;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;i am today years old for just knowing the real meaning of jbjb is JOIN BARENG KAMPUNGAN BGT GWWWWWW;0;1;0;0;0;0;0;0;0;0;0;0;saya usia saat ini tahun untuk hanya tahu arti benar dari gabung bareng gabung bareng adalah gabung bareng kampung banget aku;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1138;i would love to but 1. i'm not funny and 2. i've never watched munafik;0;0;0;0;0;0;0;0;0;0;0;0;i would love to but i sama not funny and i ve never watched munafik;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;i would love to but 1. i'm not funny and 2. i've never watched munafik;0;0;0;0;0;0;0;0;0;0;0;0;aku akan senang untuk tapi saya sama tidak lucu dan saya belum pernah tonton munafik;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1144;2/2..Later we shared a panel at the Bali Democracy Forum alongside our host Hon. Retno Marsudi, Minister of Foreign Affairs of Indonesia and Senator Marise Payne, Minister of Foreign Affairs & Women Affairs of Australia on Women Leadership, Inclusivity and the State of Democracy.  pic.twitter.com/7UAVOYwH8O;0;0;0;0;0;0;0;0;0;0;0;0; later we shared a panel at the bali democracy forum alongside our host hon retno marsudi minister of foreign affairs of indonesia and senator marise payne minister of foreign affairs women affairs of australia on women leadership inclusivity and the state of democracy ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;2/2..Later we shared a panel at the Bali Democracy Forum alongside our host Hon. Retno Marsudi, Minister of Foreign Affairs of Indonesia and Senator Marise Payne, Minister of Foreign Affairs & Women Affairs of Australia on Women Leadership, Inclusivity and the State of Democracy.  pic.twitter.com/7UAVOYwH8O;0;0;0;0;0;0;0;0;0;0;0;0; kemudian kami bagi panel forum demokrasi bal sama tuan rumah kami hon retno marsudi menteri luar negeri dari indonesia dan menteri senator marise payne luar negeri wanita urus australia tentang pimpin inklusivitas perempuan dan negara demokrasi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1145;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1145;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1145;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1145;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1145;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1145;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1145;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1145;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1145;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1145;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1145;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1145;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1145;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1145;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1145;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1145;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1565;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1565;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1565;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1565;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1565;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1565;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1565;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1565;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1565;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1565;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1565;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1565;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1565;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1565;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1565;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
