Index;Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed;HS_predict;Abusive_predict;HS_Individual_predict;HS_Group_predict;HS_Religion_predict;HS_Race_predict;HS_Physical_predict;HS_Gender_predict;HS_Other_predict;HS_Weak_predict;HS_Moderate_predict;HS_Strong_predict;OOV
892;USER USER USER USER USER si cebong sudah kebanyakan makan tahi jokowi, dia baru sadar kl nanti jokowi sudah mengumumkan INDONESIA dirubah menjadi INDOCHINA,,,';1;1;0;1;0;0;0;0;1;0;1;0;user user user user user  kecebong sudah kebanyakan makan tahi jokowi dia baru sadar kalau nanti jokowi sudah mengumumkan indonesia diubah menjadi indonesia china ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;tahi, mengumumkan, china
901;brengsek itu orang terbuat dr apa bikin gue berkata kasar mulu';1;1;1;0;0;0;0;0;1;1;0;0;berengsek itu orang terbuat dari apa buat aku berkata kasar mulu ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;terbuat
902;USER USER najis bngt lo berdua kenapasi bully adek atip\xf0\x9f\x98\x9e';1;1;0;1;0;0;0;0;1;0;1;0;user user najis banget kamu berdua kenapa  bully adik atip ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;atip
905;RT USER: Boleh minta maaf tapi proses hukum tetap harus jalan. Kunyuk satu ini harus dikasih pelajaran supaya kedepannya dia bi\xe2\x80\xa6';1;1;1;0;0;0;0;0;1;1;0;0;rt user boleh meminta maaf tapi proses hukum tetap harus jalan kunyuk satu ini harus dikasih pelajaran supaya kedepannya dia bi ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;kedepannya
906;You may live happily on dunya but you'll be absolutely burn in akhira. Laknat Allah ke atas kamu Israel rejim zionis !;1;1;0;1;1;0;0;0;0;0;1;0;you mau live happily on dunia but you ll be absolutely burn in akhir laknat allah ke atas kamu israel rejim zionis ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;happily, burn
911;USER Saya tiba2 langsung stroke, wekekkeke ini mah cuma orang picek aja yg gak tau';1;1;1;0;0;0;1;0;0;1;0;0;user saya tiba tiba langsung strok  ini  hanya orang picek saja  tidak tau ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;strok
913;i would rather watch porn than watching lucinta luna fckin fight sama artis lalalala sama2 gaje;1;1;1;0;0;0;0;0;1;1;0;0;i would rather watch porno tahan menonton lucinta luna fuck fight sama artis  sama sama tidak jelas;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;i
916;the shuttlecock was totally out but it was claimed In because #ShameOnYouMalaysia #worstSeagamesEver  USER pic.twitter.com/z1IUqJBkeA;1;0;0;1;0;0;0;0;1;0;1;0;the shuttlecock was totally out but it was claimed in because shame on you malaysia worst sea games ever user ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;shuttlecock
919;USER USER pekok kui abu tours asu taik taik kabeh... luwes asuuuu cino 35T bajingan taik asu maling sejati gawe indonesia rusak \xe2\x98\xba\xef\xb8\x8f';1;1;0;1;0;1;0;0;0;0;1;0;user user bodoh itu abu tours anjing tai tai semua luwes anjing cina tiga puluh lima triliun bajingan tai anjing maling sejati kerja indonesia rusak ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;tours, luwes
929;If you really want the medals that much , why dont u produce them yourselves? -____- #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;if you really want the medals that much kenapa do not kamu produce them yourselves shame on you malaysia;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;produce, yourselves
932;Warga Moskow demo turunkan Jokowi di negara nya.. SaveUstadAlfian;1;0;1;0;0;0;0;0;1;1;0;0;warga moskow demo turunkan jokowi di negara  save ustaz alfian;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;moskow, alfian
935;"Why you always looking for a reason to pick a fight with us?
Wanna get yer ass whooped that much, huh?
#shameonyoumalaysia";1;1;1;0;0;0;0;0;1;1;0;0;kenapa you always looking for a reason to pick a fight dengan us ingin get yer ass whooped that much  shame on you malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;a, pick, a, yer, whooped
937;"Can't hold it back anymore..
#JokoWinElection #JokowiAminSudahMenang #PrabowoGila #savesandiagauno pic.twitter.com/C5K6kLI7Fx";0;1;0;0;0;0;0;0;0;0;0;0;can t hold it back anymore jokowi in election jokowi amin sudah menang prabowo gila save sandiaga uno ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;t
938;USER Suruh mundur aja dari sekarang, daripada malu maluin. Kok ngarep didukung ulama.? Emang gak ada Parpol yang dukung.? Ndang bali o;0;0;0;0;0;0;0;0;0;0;0;0;user suruh mundur saja dari sekarang daripada malu memalukan  mengharap didukung ulama memang tidak ada partai politik  dukung segera bali o;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;mengharap, o
945;"He's claimed to defend of Pancasila, but he's embraced HTI and FPI hahaÃ°ÂÂÂ
#LOL";1;0;1;0;1;0;0;0;0;1;0;0;he claimed to defend of pancasila but he embraced hizbut tahrir indonesia and front pembela islam  ;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;defend, embraced
946;KY Tdk berfungsi makan gaji buta habisin APBN Hakim nakal merajalela BUBARKAN USER USER USER URL;1;0;0;1;0;0;0;0;1;0;0;1;seperti tidak berfungsi makan gaji buta habiskan apbn hakim nakal merajalela bubarkan user user user url;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;berfungsi, habiskan
961;"Some men are hiding behind ""gua mah ga munafik"" or ""jangan sok suci dh"". Bro, the world is not just about your dirty fuckin' mind. I know it's our nature, but it doesn't give you right to talk dirty to every single women you met. Show some respect you dumbass!";0;1;0;0;0;0;0;0;0;0;0;0;some men are hiding behind aku  tidak munafik orang jangan sok suci sudah bro the world is not just about your dirty fuck mind i know it our nature but it does not t give you right to talk dirty to every single women you selamat show some respect you dumbass ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;i, t
963;USER 1. Bangsat\n2. Cebong\n3. Kecoak\n4. Bajingan\n5. Taik ayam\n6. Uanjing\n7. Bodat\n8. Cecurut\n9. Borax\n10. Kucirap';0;1;0;0;0;0;0;0;0;0;0;0;user bangsat kecebong kecoak bajingan tai ayam anjing monyet cecurut boraks kucirap ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;cecurut, boraks, kucirap
964;Allah SWT tak paham toleransi hrs DIBUANG USER Ingin Belajar Toleransi & Keindonesiaan, Gabung SabangMerauke 2016;1;1;0;1;1;0;0;0;0;0;0;1;allah subhanahu wa taala tidak paham toleransi harus dibuang user ingin belajar toleransi keindonesiaan gabung sabang merauke ;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;keindonesiaan, sabang, merauke
965;Karna kondisi udah malem gw udah letih. Kalo capek mood juga gak keruan kan. Gw jadi merasa tertantang. Abangnya udah mayan jauh, mana kondisi jalan padet banyak mobil dan motor, tp entah setan mana yg bikin gw emosi, gw pun ngebut slusap slusup.';0;1;0;0;0;0;0;0;0;0;0;0;karena kondisi sudah malam aku sudah letih kalau lelah mood juga tidak keruan  aku jadi merasa tertantang abangnya sudah lumayan jauh mana kondisi jalan padat banyak mobil dan motor tetapi entah setan mana  buat aku emosi aku  ngebut sulap selusup ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;letih, keruan, tertantang, abangnya, padat, ngebut, sulap, selusup
979;In his defense, he probably knows as well as Madey that they can't alienate the nationalist section of Malay society or BN will portray them as macai Cina, boneka kafir, etc;0;1;0;0;0;0;0;0;0;0;0;0;in his defense he probably tahu as well as madey that they can t alienate the nasionalis section of malaysia masyarakat orang bn will portray them as macai cina boneka kafir etc;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;defense, madey, t, alienate, section, bn, portray, macai, boneka
982;fuck not munafik or shit but fuck #marathonseason lets goooooo;0;0;0;0;0;0;0;0;0;0;0;0;fuck not munafik orang shit but fuck marathon season lets go;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;marathon
983;Antek komunis nya jelas sekali... Yang teriak huuuu ke Bp. Taufik Ismail -hafizhahullah URL;1;0;0;1;0;1;0;0;0;0;1;0;antek komunis  jelas sekali  teriak  ke bapak taufik ismail hafizhahullah url;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;taufik, ismail, hafizhahullah
1002;Hello world, people in Indonesia never pray like this since our Independence day on August 1945, we did it again since our leader now never protect us and there is no more justice. We need  USER  to be our next President #2019GantiPresiden #TheGreatCampaignOfPrabowo pic.twitter.com/HuAaNwT5Gx;1;0;1;0;0;0;0;0;1;1;0;0; world people in indonesia never pray like this sejak our independence day on august we did it again sejak our leader now never protect us and there is no more justice we need user to be our next presiden ganti presiden the great campaign of prabowo ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;august
1003;USER USER USER USER USER USER USER USER USER USER USER Itu yang disalami Jokowi kok kaya Ferdinan antek SBY, ya ? USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user itu  disalami jokowi  kaya ferdinan antek susilo bambang yudhoyono  user user user;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;disalami, ferdinan
1009;Martial kampret!! Holding the ball sgt lemah;1;1;1;0;0;0;0;0;1;1;0;0;martial kampret holding the ball sangat lemah;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;martial, ball
1012;"USER Dia selalu bicara ulama"" mengatasnamakan syar'i lah haram lah itu lah ini lah . tp gitu juga ?";1;0;1;0;1;0;0;0;0;1;0;0;user dia selalu bicara ulama mengatasnamakan syar i  haram  itu  ini  tetapi begitu juga ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;syar, i
1014;These Muslim millennials prefer to learn about Islam from social media, boosting the popularity of some ~extremely online~ clerics, including a former, now-banned HTI member. One of these clerics went to Mecca last year to visit FPI leader Habib Rizieq.  https://www.scmp.com/week-asia/politics/article/3004919/million-views-preacher-islamic-carpool-karaoke-clerics-behindÃÂ Ã¢ÂÂ¦;1;0;0;1;1;0;0;0;0;0;1;0;these muslim millennials prefer to learn about islam from sosial media boosting the popularity of some extremely online clerics including a former now banned hizbut tahrir indonesia member one of these clerics went to mecca last tahun to mengunjungi front pembela islam leader habib rizieq ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;millennials, boosting, popularity, extremely, clerics, a, former, clerics, mecca
1024;malaysians  are seriously kampungan when they go to an art gallery    they act like theyre in pasar malam...........;1;1;0;1;0;0;0;0;1;0;1;0;malaysians are serius kampungan when they go to an art gallery they act like they are in pasar malam ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;gallery
1026;USER USER USER Sarap nih orang! Udh Salah, Bego Bukanya malu';1;1;1;0;0;0;0;0;1;1;0;0;user user user sarap nih orang sudah salah bego bukanya malu ;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;bukanya
1033;"Ngomongnya Siti Aisyah's release as long process and lobbies of Jokowi's gov and he got a reply from Mahathir said her release as not enough evidents and no lobbies from Jakarta
We know who is the liar
#TumbangkanCapresPendusta";0;0;0;0;0;0;0;0;0;0;0;0;bicaranya siti aisyah release as long process and lobbies of jokowi government and he got a reply from mahathir said her release as not enough evidence and no lobbies from jakarta we know who is the liar tumbangkan capres pendusta;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;aisyah, release, lobbies, a, mahathir, release, evidence, lobbies, tumbangkan, capres, pendusta
1034;USER USER USER Logisnya ya memang pesanan atau memang ahoker blm bs mup on lah. Emang warga dki bego';1;1;0;1;0;1;0;0;0;0;1;0;user user user logisnya  memang pesanan atau memang ahoker belum bisa maaf on  memang warga daerah khusus ibukota bego ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;logisnya, pesanan
1039;USER Ngancem pembunuhan itu gak bakalan pernah lucu. Mana yg diancem Presiden pula... Bloon banget sih. Tuntut pidana seberat2nya pak... USER';1;1;1;0;0;0;0;0;1;0;0;1;user mengancam pembunuhan itu tidak akan pernah lucu mana  diancam presiden pula beloon banget  tuntut pidana seberat beratnya pak user ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;diancam, tuntut, seberat, beratnya
1041;USER Jangan sipit sipit ntar jadi bantet kayak seungmin.';1;1;1;0;0;1;0;0;0;1;0;0;user jangan sipit sipit nanti jadi bantat kayak seungmin ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;bantat, seungmin
1052;RT USER Benamkan 2018 dan 2019 !! Rezim anti Islam !!!;1;0;1;0;1;0;0;0;0;0;0;1;rt user benamkan dan rezim anti islam ;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;benamkan
1054;"We need more people like  USER & team from  USER to speak up... #LOUDER in Jakarta Legislative Council 
Well said, it's time to kick out anies baswedan from his duty as #gabener";1;0;1;0;0;0;0;0;1;1;0;0;we need more people like user tim from user to speak up louder in jakarta legislative council well said it time to kick out anies baswedan from his duty as tidak benar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;louder, legislative, council, duty
1055;Kedekatan lawyer satu merk yg dipakai pada lampu JPU di DKI dgn Ahok gubernur saat itu dduga menjadi alasan terpilihnya satu merk tersebut;1;0;1;0;0;0;0;0;1;1;0;0;kedekatan lawyer satu merek  dipakai pada lampu jaksa penuntut umum di daerah khusus ibukota dengan ahok gubernur saat itu diduga menjadi alasan terpilihnya satu merek tersebut;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;kedekatan, lawyer, lampu, jaksa, penuntut, terpilihnya
1059;USER Pusing w Uda 2 x Lihat in anak orang eek \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82';0;0;0;0;0;0;0;0;0;0;0;0;user pusing aku sudah x lihat in anak orang tai ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;x
1065;Warga Jkt minta pak USER Tdk melantik Anies Sandi krn sdh jelas mrk terlibat dlm lingkaran Saracen. Politic_ID;1;0;1;0;0;0;0;0;1;1;0;0;warga jakarta meminta pak user tidak melantik anies sandi karena sudah jelas mereka terlibat dalam lingkaran saracen politic id;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;melantik, lingkaran
1066;USER Klo cebong kan ngarang kagak pake logika...klo saya kan fakta,si jarot emang sial mulu\xf0\x9f\x98\x82';1;1;1;0;0;0;0;0;1;1;0;0;user kalau kecebong  garang tidak pakai logika kalau saya  fakta  djarot memang sial mulu ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;garang
1069;"Pngn ngatain akun2 yg bilang ""nyari yg seumuran, no om2"" itu, ""enakan sama om2, bego!""'";0;1;0;0;0;0;0;0;0;0;0;0;ingin memaki akun akun  bilang mencari  seumuran no om om itu enakan sama om om bego ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;seumuran, enakan
1070;if, you have something bad to talk about me, about anything, you know can just unfollow me instead jadi munafik depan I okay ? manjayh .;1;0;1;0;0;0;0;0;1;1;0;0;if you have something bad to talk about me about anything you know can just unfollow me instead jadi munafik depan i ok manjayh ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;i, manjayh
1075;17. Rumus luas permukaan limas \xf0\x9f\x98\x8c (yebin)\n5. Masih perjaka atau sudah duda? (Jihun)\n15. Kenapa org ngira 1+1 itu 2 (sir neo)\n88. Fi pas masuk DFA (tae)\n89. First chingu di DFA (cecyl cantik banget \n28. Alasan masuk akademi ini? (Jisun)\n99. Duluan telor apa ayam dan kenapa? (Kimi)';0;0;0;0;0;0;0;0;0;0;0;0; rumus luas permukaan limas iya biarkan masih perjaka atau sudah duda jihun kenapa orang mengira itu sir neo di pas masuk dfa tai first chingu di dfa cecyl cantik banget alasan masuk akademi ini jisun lebih dulu telur apa ayam dan kenapa kimi ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rumus, permukaan, limas, perjaka, duda, jihun, mengira, neo, dfa, chingu, dfa, cecyl, akademi, jisun, kimi
1076;USER USER Keliatan tukang pijat nya gk punya bf kayk saya,, jd doyan kontol kayk begitu';0;1;0;0;0;0;0;0;0;0;0;0;user user kelihatan tukang pijat  tidak punya boyfriend kayak saya jadi suka kontol kayak begitu ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;pijat
1082;pemilihan kepala daerah DKI yg penuh intimidasi, hasilnya tetap sah ? Anies-Sandi kampanye janji-janji FALSU, BATALKAN pengangkatan Anies-Sandi !!!;1;0;1;0;0;0;0;0;1;0;0;1;pemilihan kepala daerah daerah khusus ibukota  penuh intimidasi hasilnya tetap sah anies sandi kampanye janji janji palsu batalkan pengangkatan anies sandi ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;pengangkatan
1097;"you think ktown4u is the only place we order from???? skwkwkw 

you know goblok?? yeah is you.  https://twitter.com/stellarwind9/status/1224001313073029120ÃÂ Ã¢ÂÂ¦ pic.twitter.com/vijQUktmVZ";1;1;1;0;0;0;0;0;1;1;0;0;you think ktown u is the only place we order from  you know goblok  is you ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ktown, u
1105;Bro USER jgn lupa dijenguk! Gara-gara asma dewi lo menang kan;1;0;1;0;0;0;0;0;1;1;0;0;bro user jangan lupa dijenguk gara gara asma dewi kamu menang ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;dijenguk
1111;BIADAB! Pekerja Asal Cina Membuang Bendera Indonesia ke Tanah Aseng Saya Asing Tiongkok URL;1;1;1;0;0;1;0;0;0;1;0;0;biadab pekerja asal cina membuang bendera indonesia ke tanah asing saya asing tiongkok url;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;membuang
1113;"RT USER: RT USER: RT USER: RT USER: RT USER: Mantab gubernur pilihan kalian brÃ°???Ã°??? ; USER; USER; USER; USER; USER; pdhal kebersihan itu sebagian dr iman. Jd ragu dgn imanx Anies and sandi";0;0;0;0;0;0;0;0;0;0;0;0;rt user rt user rt user rt user rt user mantap gubernur pilihan kalian baru user user user user user padahal kebersihan itu sebagian dari iman jadi ragu dengan imannya anies and sandi;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;kebersihan, imannya
1120;"woahwoahwoah, i can see how many munafik eh. i still remember how they bashed me bcs i talk to girls and how they even labelled me ""capap"". and now, they even capap exposing their girlfriend. hmmm dulu cakap ikhtilat, skrg semua kelaut. sampah semua skali";1;1;0;1;1;0;0;0;0;0;1;0; i can see how many munafik  i still remember how they bashed me because i talk to girl and how they even labelled me capap and now they even capap exposing their girl friend  dulu cakap ikhtilat sekarang semua ke laut sampah semua sekali;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;i, i, bashed, i, labelled, capap, capap, exposing, ikhtilat
1121;I will cut off your middle finger !! RT  USER:dus berengsek Ã¢ÂÂÃÂÃ¢ÂÂ(Ã¢ÂÂºÃÂÃ¢ÂÂ)Ã¢ÂÂÃÂÃ¢ÂÂ;0;1;0;0;0;0;0;0;0;0;0;0;i will cut off your tengah finger rt user dus berengsek ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;i, dus
1122;USER USER 1 lagi cebonk baru keluar Empang \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x8e\xf0\x9f\x98\x8e';0;1;0;0;0;0;0;0;0;0;0;0;user user lagi kecebong baru keluar empang ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;empang
1127;Damn, everything you said is what I want to have.;0;0;0;0;0;0;0;0;0;0;0;0;damn everything you said is apa i want to have ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;i
1131;PeduliRohingya Saya melihat rezim USER seperti tidak peduli akan nasib muslim rohingya dari pertama gk ada keluar kecaman dari mulutnya;1;0;1;0;1;0;0;0;0;1;0;0;peduli rohingya saya melihat rezim user seperti tidak peduli akan nasib muslim rohingya dari pertama tidak ada keluar kecaman dari mulutnya;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;kecaman
1136;I guess its the truth afterall. Kat twitter, dlm gallery, whatsapp, insta. Till the very end semua benda atas nama bangsat, everything you did wasnt for us, it was for him from you. Till the end its u yang xlepaskan that fuck. U had to prove urself to that fuck.  https://twitter.com/MuhamadSyfiq/status/1120934882404757505ÃÂÃÂ ÃÂ¢Ã¢ÂÂ¬ÃÂ¦,,,,;1;1;1;0;0;0;0;0;1;1;0;0;i guess it is the truth afterall kat twitter dalam gallery whatsapp insta till the sangat end semua benda atas nama bangsat everything you did was not for us it was for him from you till the end it is kamu  lepaskan that fuck kamu had to prove urself to that fuck ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;i, afterall, gallery, insta, lepaskan, urself
1143;i have a very bangsat husband. i chose the wrong one fuck if only i cud turn back the time i wudnt want to marry him FUCK,,,,;1;1;1;0;0;0;0;0;1;1;0;0;i have a sangat bangsat husband i choose the salah one fuck if only i cud turn back the time i wudnt want to marry him fuck ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;i, a, husband, i, i, cud, i, wudnt, marry
1155;USER USER - Kalo kalian punya uang sebanyak itu Knp ga bantu pemerintah ?\n- Knp ga beli saham freeport ?\nKalianlah Yg sebenarnya antek aseng asing anti INDONESIA..';1;0;0;1;0;0;0;0;1;0;1;0;user user kalau kalian punya duit sebanyak itu kenapa tidak bantu pemerintah kenapa tidak beli saham freeport kalianlah  sebenarnya antek asing asing anti indonesia ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;kalianlah
1156;USER USER USER anjing2 ahok.kaum babi lo bnyk bacot.mnding duel sma gw.;1;1;0;1;0;0;0;0;1;0;1;0;user user user anjing anjing ahok kaum babi kamu banyak bacot lebih baik duel sama aku ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;duel
1157;USER USER USER USER USER Ummar bin khatab, ahh lu jablay siap poligami..';1;1;1;0;0;0;0;0;1;1;0;0;user user user user user ummar bin khattab  kamu jablay siap poligami ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;ummar, khattab, poligami
1167;RT USER Ada apa dengan mayoritas etnis China di DKI?\nMengapa begitu solid mendukung penista agama Islam?\n\nDendam?\nTidak nasionalis?;1;0;0;1;1;1;0;0;0;0;1;0;rt user ada apa dengan mayoritas etnis cina di daerah khusus ibukota mengapa begitu solid mendukung penista agama islam dendam tidak nasionalis ;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;solid
1169;USER USER Tenggelam kan kunyuk pengkhianat penghancur bangsa yg satu'a lagi pak URL;1;1;1;0;0;0;0;0;1;1;0;0;user user tenggelam  kunyuk penghianat penghancur bangsa  satu a lagi pak url;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;tenggelam, penghancur, a
1172;"USER Pemulihan ekonomi negara kita kini bukannya dgn cara menghukum pada keseluruhan pemimpin2 kerajaan UMNO &amp; BN kini sedangkan penjajah2 komunis itu sentiasa bertepuk tangan olehkerana orang-orang Melayu kini tidak bersatu padu memerintah kera";0;0;0;0;0;0;0;0;0;0;0;0;user pemulihan ekonomi negara kita kini bukannya dengan cara menghukum pada keseluruhan pemimpin pemimpin kerajaan umno bn kini sedangkan penjajah penjajah komunis itu sentiasa bertepuk tangan oleh karena orang orang melayu kini tidak bersatu padu memerintah kera;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;pemulihan, menghukum, keseluruhan, bn, sentiasa, bertepuk, padu, memerintah, kera
1174;USER jing ccd org2 kek gitu disuruh pegang gangang badminton aja paling dijadiin maenan gitar, belagak bgt elah';1;1;0;1;0;0;0;0;1;0;1;0;user anjing cacat orang orang seperti begitu disuruh pegang gangang badminton saja paling dijadikan mainan gitar berlaga banget  ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;gangang, gitar
1176;PKS jadi partai pelacur, Beyek jadi germo\n\nApakah PKS tidak sadar bahwa Beye otak dibalik kriminalisasi LHI, politisi2 Islam, pengkhianatan kepada Prabowo-Hatta, pencurangan pilpres 2014, penghancuran citra Islam 2010-2018?\n\nPKS sdh disusupi antek Be;1;1;0;1;1;0;0;1;0;0;1;0;partai keadilan sejahtera jadi partai pelacur beyek jadi germo apakah partai keadilan sejahtera tidak sadar bahwa susilo bambang yudhoyono otak dibalik kriminalisasi lhi politiknya islam pengkhianatan kepada prabowo hatta pelanggaran pemilihan presiden penghancuran citra islam partai keadilan sejahtera sudah disusupi antek be;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;beyek, germo, lhi, pengkhianatan, penghancuran, disusupi
1182;bangsat gw kaget bgt i almost had a heart attack seeing namjoongoingtojailparty FUCKCCUFUFS FUCK U ALL,,,,;1;1;1;0;0;0;0;0;1;1;0;0;bangsat aku kaget banget i almost had a heart attack seeing namjoongoingtojailparty fuck fuck kamu all ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;i, a, namjoongoingtojailparty
1184;Tabrakan kapal dan pembohong besar Bangsa Indonesia Itu kerja Jokowor undercover;1;0;1;0;0;0;0;0;1;1;0;0;tabrakan kapal dan pembohong besar bangsa indonesia itu kerja jokowi kodok undercover;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;tabrakan, pembohong, undercover
