Index;Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed;HS_predict;Abusive_predict;HS_Individual_predict;HS_Group_predict;HS_Religion_predict;HS_Race_predict;HS_Physical_predict;HS_Gender_predict;HS_Other_predict;HS_Weak_predict;HS_Moderate_predict;HS_Strong_predict;
598;Omongan Ahok TERBUKTI LAGI! Anies Sandi INGKAR JANJI Soal Reklamasi: URL melalui USER;1;0;0;1;0;0;0;0;1;0;1;0;omong ahok bukti anies sandi ingkar janji reklamasi user;1;0;1;0;0;0;0;0;1;1;0;0;
600; USER  USER berengsek lu. Gooners full of shit;1;1;0;1;0;0;0;0;1;0;1;0;user user berengsek gooners full shit;0;1;0;0;0;0;0;0;0;0;0;0;
603;Sementara itu USER kerjanya musuhi dakwah Islam & bubarkan HTI..! Rakyat jg berhak lengserkan jokowok tukang pencitraan!!;1;0;1;0;1;0;0;0;0;0;0;1;user kerja musuh dakwah islam bubar hizbut tahrir indonesia rakyat hak lengser jokowi kodok tukang citra;1;0;1;0;0;0;0;0;1;1;0;0;
604;Don't you feel ashamed when you say you fought fairly? Don't you realize it's a cheating? Stop being a fool you cuntÃ°ÂÂÂ #ShameOnYouMalaysia;1;1;0;1;0;0;0;0;1;0;1;0;feel ashamed say fight fairly realize cheat stop fool cunt shame malaysia;0;0;0;0;0;0;0;0;0;0;0;0;
607;Ada Orang tionghwa yang mengunakan izazah palsu.\n\nlalu ngaku tokoh masyarakat tionghwa sesungguhnya dia adalah sampah di Tg. Pinang.\n\nagama Kristen tapi sering di wihara itu nama nya Munafiq bagi Muslem.';1;0;0;1;1;1;0;0;0;0;1;0;orang tionghoa ijazah palsu tokoh masyarakat tionghoa sungguh sampah tg pinang agama kristen wihara nama munafik muslim;0;0;0;0;0;0;0;0;0;0;0;0;
608;"No Reasons For Give Up, Let's Fighting The Regime Chebong Fir'aun Ã¢ÂÂ¡Ã°ÂÂÂÃ°ÂÂÂ
#2019GantiPresiden
#2019PrabowoSandi
#2019PrabowoPresiden
#GerakanNasionalKedaulatanRakyat
#SaveOurDemocracy https://twitter.com/zaidfalevi/status/1130307594793340930ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;0;1;reason give let fight regime kecebong fir aun ganti presiden prabowo sandi prabowo presiden gera nasional daulat rakyat save democracy;1;0;0;1;0;0;0;0;1;0;1;0;
611;RT USER: Mash kentut bau babi';0;1;0;0;0;0;0;0;0;0;0;0;user kentut bau babi;1;1;1;0;0;0;0;0;1;1;0;0;
613;RT USER: Mengenal LAIKA Anjing Pertama yang Mengorbit Bumi URL;0;0;0;0;0;0;0;0;0;0;0;0;user kenal laika anjing orbit bumi;0;1;0;0;0;0;0;0;0;0;0;0;
617;"USER Anjirr gila kaget gue hp hang tiba"" keluar suara kunti'";0;0;0;0;0;0;0;0;0;0;0;0;user anjir gila kaget handphone hang suara kunti;0;1;0;0;0;0;0;0;0;0;0;0;
620;Fuck my diet there was a pasar malam at the Dunkirk Comminity Centre. Also I haven't spoken Malay in so long -- and when I tried I sounded like a fking poser -- I am ashamed for memalu-ing bangsa dan negara. This is my public apology.,,,,;0;1;0;0;0;0;0;0;0;0;0;0;fuck diet pasar malam dunkirk comminity centre also speak malaysia long try sound like fuck poser ashamed malu ing bangsa negara publik apology;1;1;0;1;0;0;0;0;1;0;1;0;
625;Mereka Siang MALAM Maki2 Ulama Kita, Nongkrongi Medsos Ulama2\nBela PENISTA Agama yg SOMBONGNYA Minta AMPUN.;1;1;0;1;1;0;0;0;0;0;1;0;siang malam maki maki ulama nongkrong medium sosial ulama ulama bela nista agama sombong ampun;0;0;0;0;0;0;0;0;0;0;0;0;
632;You copy my style, you copy again (n) #MalaysiaMiskinBudaya;1;0;0;1;0;0;0;0;1;0;1;0;copy gaya copy malaysia miskin budaya;0;0;0;0;0;0;0;0;0;0;0;0;
633;How they (pro-Papuan activists) disrupted everything but resolved nothing. Don't teach us about democracy because Indonesia has an inclusive democratic tradition. We're a sovereign country and will remain so.   https://www.google.com.au/amp/amp.abc.net.au/article/11788420ÃÂ Ã¢ÂÂ¦;1;0;0;1;0;0;0;0;1;0;1;0;pro papuan activist disrupt everything resolve nothing teach u democracy indonesia inclusive democratic tradition sovereign country remain;0;0;0;0;0;0;0;0;0;0;0;0;
638;"Najis, sok ganteng bgt kamu. This is plainly disrespectful not just ""I'm cold""";1;1;1;0;0;0;1;0;0;1;0;0;najis sok ganteng banget plainly disrespectful cold;1;1;1;0;0;0;0;0;1;1;0;0;
639;USER Heh poop onta ga boleh songong yaa';1;1;1;0;0;0;0;0;1;1;0;0;user poop unta songong;0;0;0;0;0;0;0;0;0;0;0;0;
640;Rezim dablek... Ngutang udah banyak, mau pake dana haji pula..... lengserkan jokowi;1;1;1;0;0;0;0;0;1;0;0;1;rezim dablek utang pakai dana haji lengser jokowi;1;0;1;0;0;0;0;0;1;0;0;1;
644;"Malaysian National Team Includes 6 Controversial Players at SEA Games
#ShameOnYouMalaysia  http://style.tribunnews.com/s/cbeecÃÂ ";0;0;0;0;0;0;0;0;0;0;0;0;malaysian nasional tim include controversial player sea game shame malaysia;1;0;0;1;0;0;0;0;1;0;1;0;
645; USER #MalaysiaMiskinBudaya maybe now malaysia change to MALINGSIA. LIKE A BANDIT . FOOL NATIONS . HAHAHA;1;1;0;1;0;0;0;0;1;0;1;0;user malaysia miskin budaya maybe malaysia change malaysia like bandit fool nation;1;0;0;1;0;0;0;0;1;0;1;0;
649;Yahudi bangsat . Let's praying for Gaza guys :( :( #PrayForGaza #PrayForPalestina pic.twitter.com/QeJ9USfCme;1;1;0;1;1;0;0;0;0;0;1;0;yahudi bangsat let pray gaza guy pray gaza pray palestine;1;1;0;1;0;0;0;0;1;0;1;0;
654;rt USER USER USER Tp kenapa jokowi tidak mau tes dna.?tes Dna lah yg bisa membuktikan nya bukan keturunan PKI;1;0;1;0;0;1;0;0;0;1;0;0;user user user jokowi te dna te dna bukti turun partai komunis indonesia;0;0;0;0;0;0;0;0;0;0;0;0;
656;"Aki"" Amien Rais blg prabowo sm dgn bung karno ?sma drmn bung karno mempersatukan suku agama ras pulau NKRI wowo mlh mmcah belah dsr mabok aki";1;0;1;0;0;0;0;0;1;1;0;0;aki amien rais bilang prabowo karno karno suku agama ra pulau negara republik indonesia wowo pecah belah dasar mabuk aki;0;0;0;0;0;0;0;0;0;0;0;0;
657;USER Jakarta diera Anies Sandi jg nambah pengangguran;1;0;0;1;0;0;0;0;1;0;1;0;user jakarta era anies sandi anggur;1;0;1;0;0;0;0;0;1;1;0;0;
658;USER Hahaha polisi dengan mudah dipermainkan oleh cukong keparat. Seperti tidak punya wibawa, dan tampak lemah diuji oleh cukong. Sekalian aja ikut uji nyali';1;1;0;1;0;0;0;0;1;0;1;0;user polisi mudah main cukong keparat wibawa lemah uji cukong uji nyali;0;0;0;0;0;0;0;0;0;0;0;0;
661;To have real count wrapped up just few hours after the election is not a strategy nor even a lie. It is a big lie.  #PrabowoGila;1;1;0;1;0;0;0;0;1;0;1;0;real count wrap hour election strategy even lie lie prabowo gila;0;1;0;0;0;0;0;0;0;0;0;0;
662;the best leader of liar;0;0;0;0;0;0;0;0;0;0;0;0;best leader liar;1;0;1;0;0;0;0;0;1;1;0;0;
667;RT USER Terimakasih wahai saudaraku Umat muslim semua jgn lelah berjuang dan jgn hiraukan munafik dan buzzer penebar fitnah.;1;0;1;0;0;0;0;0;1;1;0;0;user terima kasih saudara umat muslim lelah juang hirau munafik buzzer tebar fitnah;0;0;0;0;0;0;0;0;0;0;0;0;
670;dia sakit so doctor kata nak elak infection sbb najis sendiri so doctor shave situ..but hes getting better now;0;0;0;0;0;0;0;0;0;0;0;0;sakit doctor nak elak infection najis doctor shave get good;0;1;0;0;0;0;0;0;0;0;0;0;
675;USER USER WKWKWKWK BODO BANG';0;1;0;0;0;0;0;0;0;0;0;0;user user bodoh bang;1;1;1;0;0;0;0;0;1;1;0;0;
676;"Shame on you Sir  USER!!! 
#GanyangMalaysia
#shameonyoumalaysia  https://twitter.com/SyedSaddiq/status/1197515697242308608ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;1;0;shame sir user ganyang malaysia shame malaysia;0;0;0;0;0;0;0;0;0;0;0;0;
677;USER rezim rusak bukan memperbaiki systeamnya malah sibuk cari2 kesalahan klu itu pasti ketemu aja, KPK alatnya, besok pemerintah berganti berulang kembali engah pernah selesai siapapun organisasi, orangnya';0;0;0;0;0;0;0;0;0;0;0;0;user rezim rusak sistem sibuk cari cari salah klu ketemu komisi berantas korupsi alat besok perintah ganti ulang engah selesai organisasi orang;1;0;0;1;0;0;0;0;1;0;1;0;
678;"Pak USER tolonglah. Ajak buzzer"" bapak untuk jadi lebih pinter. Bukan anggar jago menghina orang"" yg ngga suka. Pake lapor"" polisi. Duh!";1;0;1;0;0;0;0;0;1;1;0;0;user tolong ajak buzzer pintar anggar jago hina orang suka pakai lapor polisi;0;0;0;0;0;0;0;0;0;0;0;0;
681;When those suckers die they don't shift culture... their deaths don't move anything;0;1;0;0;0;0;0;0;0;0;0;0;sucker shift culture death pindah anything;0;0;0;0;0;0;0;0;0;0;0;0;
682;\xe2\x80\x9cHarini pergi kerja tak ?\xe2\x80\x9d\n\n\xe2\x80\x9cTak, kerja cancel.\xe2\x80\x9d\n\nAsing banget sih bunyi nya, \n\nKelas cancel - kerja cancel \xf0\x9f\x98\x85';0;0;0;0;0;0;0;0;0;0;0;0;pergi kerja kerja cancel asing banget bunyi kelas cancel kerja cancel;1;1;0;1;0;0;0;0;1;0;1;0;
683;RT USER USER Yg ada, cacimaki penista agama tapi ternyata ketauan poligami ngumpet2. Apa mau digituin? Saya sih ogah.;1;0;1;0;0;0;0;0;1;1;0;0;user user caci maki nista agama nyata poligami umpet;0;0;0;0;0;0;0;0;0;0;0;0;
684;My selera kampungan ass would choose cilok bumbu kacang over ikea swedish meatball;0;0;0;0;0;0;0;0;0;0;0;0;selera kampung would choose cilok bumbu kacang ikea swedish meatball;0;1;0;0;0;0;0;0;0;0;0;0;
686;"Ngerasa munafik, goblok, ketika in real life we talks about stop bullying, stop judgemental, stop bodyshaming, etc, but in kpop-life (or what it called) we hate each others and doing that thing.
Kpopers life is suck!  pic.twitter.com/fLKfj8LJgg";1;1;0;1;0;0;0;0;1;0;1;0;munafik goblok real life talk stop bully stop judgemental stop body sham etc korea pop life orang call hate others thing gemar korea pop life suck;0;1;0;0;0;0;0;0;0;0;0;0;
687;To the kadal gurun that I hate the most,  USER Enjoy the romantic times with Seungyoun. Be happy and do tell me if he hurt you. pic.twitter.com/AMhjPy0qDd;1;0;1;0;0;0;0;0;1;1;0;0;kadal gurun hate pal user enjoy romantic time seungyoun happy tell hurt;0;0;0;0;0;0;0;0;0;0;0;0;
688;Kamu transgender atau gmn anjing :( URL;1;1;1;0;0;0;0;1;0;1;0;0;transgender anjing;0;1;0;0;0;0;0;0;0;0;0;0;
690;Indonesia General Election Comission (#KPU) seems to do handpicking for votes count input which favor 01. #Pilpres2019 #2019GantiPresiden #IndonesiaGeneralElection2019 https://twitter.com/mohmahfudmd/status/1121361918508199937ÃÂ Ã¢ÂÂ¦;1;0;0;1;0;0;0;0;1;0;1;0;indonesia general election comission komisi pilih seem handpicking vote count input favor pilih presiden ganti presiden indonesia general election;0;0;0;0;0;0;0;0;0;0;0;0;
691;"&gt;:V eek... conqueror kapan bgst &gt;:V bantu gw lah Karma Dendi Delio \xf0\x9f\x98\xad\xf0\x9f\x98\xadi need best jungler'";1;1;1;0;0;0;0;0;1;1;0;0;v tai conqueror bangsat v bantu karma dendi delio need best jungler;0;1;0;0;0;0;0;0;0;0;0;0;
695;"But this liar (Jokowi) is different than another president in the world, usually he will sign something important rules without reading first, after ya criticize by the Indonesian netizen, he will say UM SO SORRY, I DONT READ WHAT I'VE SIGN.
what a poor idiot president";1;1;1;0;0;0;0;0;1;1;0;0;liar jokowi different tahan another presiden world usually sign something important rule read first criticize indonesian warganet say um maaf read sign poor idiot presiden;0;0;0;0;0;0;0;0;0;0;0;0;
698;"MAS in their own country=Victory by cheating
MAS in the Olympics=Non-existent
Good luck in your coconut shell asshole #shameonyoumalaysia";1;1;0;1;0;0;0;0;1;0;1;0;country victory cheat olympics non existent good luck coconut shell asshole shame malaysia;0;0;0;0;0;0;0;0;0;0;0;0;
704;Pacarnya Bowie, cece si banci salon dan banci tampiln\xf0\x9f\xa4\xa3 URL;0;1;0;0;0;0;0;0;0;0;0;0;pacar bowie cece banci salon banci tampil;1;1;1;0;0;0;0;1;0;1;0;0;
713;"Retweeted #2019GANTIPRESIDEN (USER):; ; Tenda Abang Becak Mau Disita Polisi Karena Tulisan #2019GantiPresiden";1;0;1;0;0;0;0;0;1;1;0;0;ganti presiden user tenda abang becak sita polisi tulis ganti presiden;0;0;0;0;0;0;0;0;0;0;0;0;
714;USER Bani?';0;0;0;0;0;0;0;0;0;0;0;0;user ban;1;1;0;1;0;0;0;0;1;0;1;0;
716;DIE 4 MALAYSIA,reduce WORLD POPULATION,less mouth 2 feed- A BODOH Malaysian motorist drive dangerously,VAE 6040,FAIL 2 use car headlights' DIE FAST & GOOD for economyÃÂ ÃÂ #2019GantiPresiden #SetiaBerbakti #FMTNews #1MDB #Travel #Ã¦Â¨ÂªÃ¦ÂµÂÃ¦ÂµÂÃ¦ÂÂ #Ã¨Â¦ÂÃ£ÂÂÃ¤ÂºÂºÃ¥ÂÂ¨Ã¥ÂÂ¡RT;0;1;0;0;0;0;0;0;0;0;0;0;malaysia reduce world population le mouth fee bodoh malaysian motorist drive dangerously vae fail use car headlight fast good ekonomi ganti presiden setia bakti fmtnews mdb travel;0;0;0;0;0;0;0;0;0;0;0;0;
719;"USER USER truskan kedunguanmu bong, sampe bangsa ini tercabik2...tinggal saya pungutin saja sampah kaya' elo satu2...dasar mata sipit!""";1;1;1;0;0;1;0;0;0;1;0;0;user user dungu kecebong bangsa cabik cabik tinggal pungut sampah kaya dasar mata sipit;1;1;1;0;0;0;0;0;1;1;0;0;
725;USER Mukidinya si KAFIR.';1;1;1;0;0;0;0;0;1;1;0;0;user mukidinya kafir;1;1;1;0;1;0;0;0;0;1;0;0;
726;USER USER USER Biarin lbh bagus cungkring drpd gendut bisa autis\xf0\x9f\xa4\xa3\xf0\x9f\x98\x81\xe2\x9c\x8c\n#prabowo2periode';0;1;0;0;0;0;0;0;0;0;0;0;user user user biar bagus cungkring gendut autis prabowo periode;0;0;0;0;0;0;0;0;0;0;0;0;
728;USER emang dipikirnya ada agama asli indonesia ?, Islam impor, kristen impor, hindu impor, budha impor, yahudi impor, bahkan komunisme pun impor, yg gak impor itu aliran animisme dan dinamisme, mau dipelihara lg aliran jahiliyah itu x ya ?';1;0;1;0;1;0;0;0;0;1;0;0;user pikir agama asli indonesia islam impor kristen impor hindu impor buddha impor yahudi impor komunisme impor impor alir animisme dinamisme pelihara alir jahiliyah x;0;0;0;0;0;0;0;0;0;0;0;0;
729;USER Bener juga lu bangke';0;1;0;0;0;0;0;0;0;0;0;0;user bangkai;1;1;1;0;0;0;0;0;1;1;0;0;
730;USER Monyet bermuka kucing lagi makan pisank';0;1;0;0;0;0;0;0;0;0;0;0;user monyet muka kucing makan pisang;0;0;0;0;0;0;0;0;0;0;0;0;
736;USER USER USER USER USER Model cramah nya kaya jiancok Silit Celeng Gus Guss';1;1;1;0;0;0;0;0;1;1;0;0;user user user user user model ceramah kaya jancuk silit celeng gu gu;0;1;0;0;0;0;0;0;0;0;0;0;
737;Yes sure,  likes i don't expect jae will make it happen his campaign promises.  Coz he is  a liar leader that i ever seenÃ°ÂÂÂ¤;1;0;1;0;0;0;0;0;1;1;0;0;iya sure like expect jae make happen kampanye promise liar leader ever see;0;1;0;0;0;0;0;0;0;0;0;0;
740;I SUPPOSED TO STUDYING BUT RHIS SHIT JIST CAME OUT FUCK YOU GUYS FUUCCCKK BANGSAT SEBANGSAT BAMGSATNYA,,,,;1;1;1;0;0;0;0;0;1;1;0;0;suppose study rhis shit jist come fuck guy fuck bangsat bangsat bangsat;0;1;0;0;0;0;0;0;0;0;0;0;
742;USER Wkwkw budaya turun temurun Ã°???;0;0;0;0;0;0;0;0;0;0;0;0;user budaya turun turun;1;0;1;0;0;0;0;0;1;0;0;1;
743;Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol';1;1;0;1;0;0;0;0;1;0;1;0;admin tolol partai tolol partai tolol orang tolol;1;1;1;0;0;0;0;0;1;1;0;0;
746;USER AKU NAYEON BUKAN BOLOT\xf0\x9f\x98\xa0';0;0;0;0;0;0;0;0;0;0;0;0;user nayeon bolot;1;1;1;0;0;0;1;0;0;1;0;0;
749;From the Japanese art of miniature tree cultivation Ã¢ÂÂbonsaiÃ¢ÂÂ - Ã¢ÂÂdibonsaikanÃ¢ÂÂ was used to describe the way the New Order diminished intellectual debate.  Ã¢ÂÂKampunganÃ¢ÂÂ also a great word to describe the way Menteng sees the rest of the country.;0;0;0;0;0;0;0;0;0;0;0;0;japanese art miniature tree cultivation bonsai bonsai use describe way new order diminish intellectual debate kampung also great word describe way menteng e rest country;0;1;0;0;0;0;0;0;0;0;0;0;
751;USER USER Etnis cina memang ada yg ikut berjuang tapi lebih sangat banyak yg jadi penghianat jd antek belanda..;1;0;0;1;0;1;0;0;0;0;1;0;user user etnis cina juang khianat antek belanda;0;0;0;0;0;0;0;0;0;0;0;0;
756;"Dear Someone, You make me feel so special until you change and leave.
#PrabowoGila";0;0;0;0;0;0;0;0;0;0;0;0;dear someone make feel spesial change leave prabowo gila;0;1;0;0;0;0;0;0;0;0;0;0;
758;anjing macet banget bangsat fuck saturday.,,,,;0;1;0;0;0;0;0;0;0;0;0;0;anjing macet banget bangsat fuck saturday;1;1;1;0;0;0;0;0;1;1;0;0;
759;USER USER Lah terserah gua dong, gua kan mau ngatain cebong. . Haha Lucu banget cebong kapir satu ni , awalnya sok iye ujuk2 ngasih data pengen kelihatan pinter di mata cebong2 yang lain haha, gak sadar dia keceplosan keterusan ngatain agama i;1;1;1;0;1;0;0;0;0;1;0;0;user user serah maki kecebong lucu banget kecebong kafir nih sok iya data lihat pintar mata kecebong kecebong lie sadar ceplos maki agama;1;1;0;1;0;0;0;0;1;0;1;0;
764;\xe2\x86\xbb\n\n... dan homo jadi mau tidak mau saya pun merasa harus membuktikan kalau saya tidak banci ke orang-orang namun sepertinya gagal karena banyak faktor apalagi dengan wajah saya yang bisa dibilang terlalu manis. Kedoyanan para wanita untuk di uwel-uwel. \n\n\xe2\x86\xb;0;1;0;0;0;0;0;0;0;0;0;0;homo bukti banci orang orang gagal faktor wajah bilang manis doyan wanita uwel uwel xb;1;1;1;0;0;0;0;1;0;1;0;0;
768;"It's Really Premeditated Murder By Regime Ã¢ÂÂ¡Ã°ÂÂÂ¥Ã°ÂÂÂ 
#2019GantiPresiden
#2019prabowosandi
#2019prabowosandimenang
#IndonesiaFraudElection
#22MeiPrabowoPresiden https://twitter.com/antaranews/status/1124612386629902336ÃÂ Ã¢ÂÂ¦";1;1;0;1;0;0;0;0;1;0;1;0;really premeditate murder regime ganti presiden prabowo sandi prabowo sandi menang indonesia fraud election mei prabowo presiden;1;0;0;1;0;0;0;0;1;0;1;0;
770;how you typing is clearly describe yourself dude, you're not a boss. you're just another jamet halu from socmedÃ°ÂÂÂ frustate? me? wow i'm laughing with my richnesss here while you're mad af hahaha. look how you type your madness, kampunganÃ¢ÂÂ¹Ã¯Â¸Â;1;1;1;0;0;0;0;0;1;1;0;0;etik clearly describe dude bos another jamet halu medium sosial frustate laugh richness mad fuck look tipe madness kampung;0;1;0;0;0;0;0;0;0;0;0;0;
772;You can get gold medal you needddd cuz you're the host, but you wont deserve for world class. Pls teach me how to cheat #ShameOnYouMalaysia;1;0;0;1;0;0;0;0;1;0;1;0;get gold medal need host wont deserve world class tolong teach cheat shame malaysia;0;0;0;0;0;0;0;0;0;0;0;0;
773;RT USER: Teriakin Ombusmin dan Ombusman Banci Kaleng....\n#OmbusdmanBanciKaleng URL;1;1;0;1;0;0;0;1;0;0;1;0;user riak ombudsman ombudsman banci kaleng ombudsman banci kaleng;1;1;1;0;0;0;0;1;0;1;0;0;
779;Don't look at me as if you're tolol ngentot Ã°ÂÂÂ;1;1;1;0;0;0;0;0;1;1;0;0;look tolol ngentot;0;1;0;0;0;0;0;0;0;0;0;0;
787;PapaMintaKetuaFraksi rakyat mau nya setya novanto keluar dari dpr bukan di pecat dari ketua dpr percuma saya di pecat dan masih ada di dpr;1;0;1;0;0;0;0;0;1;1;0;0;ketua fraksi rakyat setya novanto dewan wakil rakyat pecat ketua dewan wakil rakyat pecat dewan wakil rakyat;0;0;0;0;0;0;0;0;0;0;0;0;
788;USER USER USER usir rohingya dari indonesia, krn rohingya sudah menistakan gadis budha di myanmar.;1;0;0;1;0;1;0;0;0;0;0;1;user user user usir rohingya indonesia rohingya nista gadis buddha myanmar;1;0;0;1;1;1;0;0;0;0;0;1;
791;If y'all ever wonder how some Muslims can be radicalized, it's because they are great mental gymnasts. Example, MUIS = PAP = government, therefore supporters of Israel, therefore SETAN.  pic.twitter.com/ZMXO1zH4Lw;1;1;0;1;0;0;0;0;1;0;1;0;iya ever wonder muslim radicalize great mental gymnastic example mu pap government therefore supporter israel therefore setan;0;1;0;0;0;0;0;0;0;0;0;0;
796;"They're collect a lot gold Medal. You know, i mean is Malaysian.
#ShameOnYouMalaysia
#PoorMalaysia";0;0;0;0;0;0;0;0;0;0;0;0;collect lot gold medal know mean malaysian shame malaysia poor malaysia;1;0;0;1;0;0;0;0;1;0;1;0;
797;USER Ini sudah termasuk teror , bukan aparat inimah tapi keparat politik.! Bahasanya Mafia politik, hati-hati bos kami tidak takut ancaman / intimidasi Demokrasi. #polri USER \n\nCat. \nUSER';1;1;0;1;0;0;0;0;1;0;1;0;user masuk teror aparat keparat politik bahasa mafia politik hati hati bos takut ancam intimidasi demokrasi polisi republik indonesia user cat user;0;0;0;0;0;0;0;0;0;0;0;0;
801;Siapapun pasangan beliau asal bukan Jokowi gw coblosan...keberanian Prabowo nga sampe separoh ini bapak. URL;1;0;1;0;0;0;0;0;1;1;0;0;pasang jokowi coblos berani prabowo paruh;0;0;0;0;0;0;0;0;0;0;0;0;
806;Tinggal Sebulan Lagi Anies Dipastikan Dicopot Dari Jabatannya Sebagai Gubernur DKI Lantaran Tidak Kunjung...;1;0;1;0;0;0;0;0;1;1;0;0;tinggal anies copot jabat gubernur daerah khusus ibukota lantar kunjung;0;0;0;0;0;0;0;0;0;0;0;0;
807;Jgn ada yg percaya dgn akun ini\n\n\xe2\x9e\xa1 USER \n\xe2\x9e\xa1 WA 081381413774\n\nAwal nya dia ga percaya sy buat\nCAMSEX, trus sy buktikan Vc beberapa detik, pas suruh Tf alesan nya neko2\n\n\xe2\xac\x87Ni muka nya kaya monyet \xe2\xac\x87 URL;1;1;1;0;0;0;1;0;0;1;0;0;percaya akun user wa percaya camsex bukti video call detik pa suruh transfer ala nih muka kaya monyet;0;1;0;0;0;0;0;0;0;0;0;0;
810;USER Pak USER penyesatan yg dilakukan PBNU tampaknya demi kebaikan padahal menyembunyikan JAHAT Islam;1;1;0;1;1;0;0;0;0;0;1;0;user user sesat laku urus nahdlatul ulama sembunyi jahat islam;0;0;0;0;0;0;0;0;0;0;0;0;
813;#PDIPerjuanganMenang Mereka, kaum sipit mau menguasai tambang Indonesia, kalian ketawa saja. Dasar tidak punya nasionalisme Indonesia. Lebih baik tidak usah ikut Pemilu bagi kalian yang dukung 2 periode. Dan hasilnya Tambang Indonesia dikuasai sipit dan;1;1;0;1;0;1;0;0;0;0;1;0;partai demokrasi indonesia juang menang kaum sipit kuasa tambang indonesia tertawa dasar nasionalisme indonesia pilih dukung periode hasil tambang indonesia asai sipit;1;0;0;1;0;0;0;0;1;0;1;0;
814;"After he said ""itu orangnya aja yang bejat"" i said these to him and he replied this. Again, he stay with the ""sesuai syariat""  pic.twitter.com/v60XghQZqs";1;1;1;0;0;0;0;0;1;1;0;0;say orang bejat say reply stay sesuai syariat;0;1;0;0;0;0;0;0;0;0;0;0;
818;"PERNYATAAN RESMI KETUM FPI TENTANG ADE ARMANDO :; ; 1. Ade Armando sbg Seorang Akademisi telah sering melakukan perbuatan tidak pantas sekaligus jahat &amp; kotor, dari mulai Ujaran Kebencian &amp; Fitnah hingga Penodaan Agama &amp; Ulama.";1;0;1;0;0;0;0;0;1;1;0;0;nyata resmi ketua front bela islam adik armando adik armando orang akademisi laku jahat kotor benci fitnah noda agama ulama;0;0;0;0;0;0;0;0;0;0;0;0;
819;"Ã¢ÂÂ USER: Israel has Setan. Palestine has Allah. Israelis can have this world, while Palestinians have Jannah #FreePalestine""Ã¢ÂÂ";1;0;0;1;0;0;0;0;1;0;1;0;user israel setan palestina allah israeli world palestinian jannah free palestine;1;1;0;1;0;0;0;0;1;0;1;0;
821;"Ingat-ingat Jokower RT""USER: USER Nah disini tim sukses Ahok agak terlena mereka lebih mengedepankan hasil kinerja (rasio) ketimbang 2 aspek lain.""";1;0;0;1;0;0;0;0;1;0;1;0;jokower rtuser user tim sukses ahok lena hasil kerja rasio ketimbang aspek lie;1;0;1;0;0;0;0;0;1;1;0;0;
830;"Se7 sy dgn LBP.; KPU perlu tetapkan cukup 1 tema saja.; ; Misalnya :; #2019GantiPresiden; #2019PresidenBaru ; ; .; ; Luhut kepada Prabowo: Jika Maju Tidak Usah Bawa Tema Agama;";1;0;1;0;0;0;0;0;1;1;0;0;tuju low back pain komisi pilih tema ganti presiden presiden luhut prabowo maju bawa tema agama;0;0;0;0;0;0;0;0;0;0;0;0;
834;USER USER USER USER USER Lu yg lebih dongo, suporter kok promosiin film wkwkwk sampe ikut berpolitik jga wkwkk #AingPersibAingPolitik';1;1;1;0;0;0;0;0;1;1;0;0;user user user user user dungu suporter promosi film politik persib politik;1;1;0;1;0;0;0;0;1;0;1;0;
835;"Bentar lagi saya mau kultwit menanggapi pandangan USER soal fiksi. ; ; Saya tak setuju RG dikriminalisasi. Lawanlah ide dgn ide! ; ; Bahwa kaum sumbu pendek tumben ga koar2 menghujat RG dgn alasan penodaan agama, ya disyukuri aja. Mgkn mrk mau bela";1;0;0;1;1;0;0;0;0;0;1;0;bentar kuliah twitter tanggap pandang user fiksi tuju rg kriminalisasi lawan ide ide kaum sumbu pendek tumben koar koar hujat rg ala noda agama syukur bela;0;0;0;0;0;0;0;0;0;0;0;0;
837;Lucinta luna is not stupid, s/he is another level of stupid. Megastupid.;1;1;1;0;0;0;0;0;1;1;0;0;lucinta luna bodoh si another level bodoh mega stupid;0;1;0;0;0;0;0;0;0;0;0;0;
840;Ributkan ekonomi salah, Ributkan hukum salah, Ributkan otoriter salah, Ributkan patung salah. Trus kami bolehnya apa pak USER;1;0;1;0;0;0;0;0;1;1;0;0;ribut ekonomi salah ribut hukum salah ribut otoriter salah ribut patung salah user;0;0;0;0;0;0;0;0;0;0;0;0;
842;Oo yeahh.. Stop #PrabowoGila or #PrabowoHalu... It's so ashamed to our country having a mad crazy politician like #PrabowoGila;1;1;0;1;0;0;0;0;1;0;1;0;stop prabowo gila orang prabowo halu ashamed country mad crazy politician like prabowo gila;1;1;1;0;0;0;0;0;1;1;0;0;
843;USER iya anda d serang karena pandangan BEDA UNTUK BUBARKAN KPK BUKAN BENAHI KPK DAN SELAMATKAN KETUA ANDA DR KASUSNYA;1;0;1;0;0;0;0;0;1;1;0;0;user iya serang pandang beda bubar komisi berantas korupsi benah komisi berantas korupsi selamat ketua;1;0;0;1;0;0;0;0;1;0;0;1;
