Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed
O wow? I looked for pictures of Lucinta Luna and saw her or his? hair style... hmmmmm I see no different Unn but... it's not.;0;0;0;0;0;0;0;0;0;0;0;0;cari foto foto luna lucinta lihat orang rambut gaya lihat beda unn
USER USER USER wanda di mcu di nerf abis, sebel w, ya semuanya kena nerf sih, tapi wanda culun banget setingkat harry potret doi';0;1;0;0;0;0;0;0;0;0;0;0;wanda mcu nerf habis kesal kena nerf wanda culun banget tingkat harry potret
Putuskan Hubungan Diplomatik dengan Myanmar, Atau Jokowi Kami Turunkan URL;1;0;1;0;0;0;0;0;1;0;0;1;putus hubung diplomatik myanmar jokowi turun
Yep, Bitch be proud of your high score coz you'll never see this number ever again in your lifetime #ShameOnYouMalaysia #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017;1;1;0;1;0;0;0;0;1;0;1;0;jalang bangga skor lihat nomor malu umur hidup malaysia
USER USER USER USER \n\nCebong2 pekok. Mantap, om Tofa. Kita kerjain aja cebong2 dungu ini \xf0\x9f\x91\x8d\xf0\x9f\x98\x82';1;1;0;1;0;0;0;0;1;0;1;0;kecebong kecebong bodoh mantap om tofa kitd kerjain kecebong kecebong dungu suami
5. Berdasarkan pengalamanmu, rekomendasi organisasi apa yg harus diikuti mahasiswa? USER #KUchat;0;0;0;0;0;0;0;0;0;0;0;0;dasar alam rekomendasi organisasi mahasiswa chat
"USER Iyess, ndk depan museum brawijaya pisan. Ada tank di depannya, mereka bawa 'bom' takjil. Kok semacam hmm \xf0\x9f\x98\x90""";0;0;0;0;0;0;0;0;0;0;0;0;iya museum brawijaya banget tangki bawa bom takjil
USER ngakak,ngatain diri sendiri noob wkwk. eh btw lu out dari ena bang?';0;0;0;0;0;0;0;0;0;0;0;0;akak maki noob enak bang
"I've learned 2 thing, never ever go to indomamek indomaret memek
Never ever bring a wallet
Never ever fucking having a friendship with oming
Never ever fucking care with enjing";0;1;0;0;0;0;0;0;0;0;0;0;ajar pergi indonesia memek indomaret memek bawa dompet cinta milik sahabat oming cinta peduli anjing
USER USER USER Pemikiran TOLOL!!;1;1;1;0;0;0;0;0;1;1;0;0;pikir tolol
Info : Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018 #alambanten;0;0;0;0;0;0;0;0;0;0;0;0;info warga badui hasil kena pajak selesai tradisi seba pendopo perintah kabupaten lebak temu gubernur banten wahidin halim nyanyi sabtu seba baduy alam banten
c'mon guys let help to use #ShameOnYouMalaysia #SEAGames2017 for let the others know thhe CHEATING!!;1;0;0;1;0;0;0;0;1;0;1;0;c mon orang biar bantu malu main malaysia laut biar orang lie curang thhe
RT USER USER 70 jt pendukung jokowi siap menangkan pemilihan presiden 2019...biar kaum sumbu pendek makin kejang kejang;1;1;0;1;0;0;0;0;1;0;1;0;juta dukung jokowi menang pilih presiden biar kaum sumbu pendek kejang kejang
"Presiden Filipina arah rahib ditahan; ;";0;0;0;0;0;0;0;0;0;0;0;0;presiden filipina arakh rahib buana
Memahami eksistensi KPK dg logika Korupsi maka sama halnya mendirikan Lembaga anti maling utk memberantas Maling. Bubarkan KPK;1;0;0;1;0;0;0;0;1;0;0;1;paham eksistensi komisi berantas korupsi logika korupsi lembaga anti maling review berantas maling bubar komisi berantas korupsi
USER USER USER USER Jadi kata kafir itu jg bukan kata yg diobral begitu saja.Juga bukan utk ditutup tutupi.Mmg kejahatan tetaplah kejahatan,bukan salah agamanya,sukunya,warna kulitnya,profesinya...pribadi orangnya;0;0;0;0;0;0;0;0;0;0;0;0;kafir also obral also tutup tutup jahat jahat shalat agama suku warna kulit profesi pribadi orang
true as fuck bangsat,,,,;0;1;0;0;0;0;0;0;0;0;0;0;cinta bangsat
first thing first, talent. ngl but I really fall in love with my bias bcs of his damn good voice and amazing dance that he do. kedua, personality (only all the things that we can see ya ini). ketiga, appearance. gamau munafik kalo bias pasti ganteng (menurut kita).  https://twitter.com/cabecabrian/status/1205890384687067136ÃÂ Ã¢ÂÂ¦;0;0;0;0;0;0;0;0;0;0;0;0;bakat ngl jatuh cinta bias suara bagus tari takjub laku pribadi pikir lihat tampil munafik bias ganteng kitd
ahmad dhani itu borok, sampah, babi, anjing. Saya adalah orang pertama yg sangat muak liat muka dhani dan saya berbangga.;1;1;1;0;0;0;0;0;1;1;0;0;ahmad dhani borok sampah babi anjing orangutan muak lihat muka dhani bangga
Brushalah,sampai\nSi buta melihat si bisu berbicara kepada si tuli';0;0;0;0;0;0;0;0;0;0;0;0;usaha buta lihat bisu bicara tuli
Lagi belajar desain, terus hasilnya di cacat terus sama wn. Rasanya duh kayak naik rollercoaster ~\n\xf0\x9f\xa4\x90';0;0;0;0;0;0;0;0;0;0;0;0;ajar desain hasil cacat warga negara kayak roller coaster
USER Saya berharap Gubernur baru (Bapak Sutarmidji) dapat segera mengambil tindakan, karena mmg di jaman Cornelis (dibantu Rezim) kelihatan sangat mempermudah Cina masuk di beberapa sektor termasuk pertambangan yang salah satunya ada di Ketapang;0;0;0;0;0;0;0;0;0;0;0;0;harap gubernur sutarmidji ambil tindak zaman cornelis bantu rezim lihat mudah cina masuk sektor masuk tambang shalat ketapang
USER WKWKWKKWKW NGAKAK\n\nKalo ayah aku gini\nMama: *manggil ayah berulang kali*\nAyah: ngapain sih manggil2? Mau nete apa';0;1;0;0;0;0;0;0;0;0;0;0;akak mama panggil ulang kali panggil manggil nete
USER Kalau begitu bubarkan saja KPK dan kembalikan tanggung jawab itu kepada polri dan kejaksaan.;1;0;0;1;0;0;0;0;1;0;0;1;bubar komisi berantas korupsi tanggung polisi republik indonesia jaksa
USER Lu kira gua udah pake, geblek.';1;1;1;0;0;0;0;0;1;1;0;0;pakai geblek
Jadi ya... gak bisa menghakimi juga semua yang bahasanya campur2 itu sok. Bisa jadi dia sedang belajar, bisa jadi dia lagi menyampaikan dalam bahasa yang bukan kebiasaan dia, bisa jadi kata asing itu ga ada padanan super pasnya di bahasa lain.';0;0;0;0;0;0;0;0;0;0;0;0;hakim also bahasa campur campur sok ajar bahasa asing padan super pa bahasa lie
USER onta tu nsd??';0;0;0;0;0;0;0;0;0;0;0;0;unta nsd
Fuck for everybody in here..berengsek !;1;1;0;1;0;0;0;0;1;0;1;0;cinta orang brengsek
USER USER USER USER USER USER Nah ini dia, ente kan ngarep banget RH ngemeng ginian. Bedanya RG pinter, ente, ahok dan kelompok jamban emang doyan insulting islam;1;1;0;1;1;0;0;0;0;0;1;0;nyanyi harap banget rh bicara beda rg pintar ahok kelompok jamban suka hina islam
USER USER USER USER Wakakaka.. Cebong ngibul. Ngikut gaya ngibul junjungannya';1;1;1;0;0;0;0;0;1;1;0;0;kecebong bohong gaya bohong junjung
"Trade War &amp; Tensi Geopolitk Mereda, Fokus Ke Indikator Ekonomi ...";0;0;0;0;0;0;0;0;0;0;0;0;dagang perang tensi geopolitik reda fokus indikator ekonomi
USER APAAN BORO BORO CACAT';1;1;1;0;0;0;1;0;0;1;0;0;boro boro cacat
Bacot bat si kunyuk USER bikin tambah sayang dah ah URL;1;1;1;0;0;0;0;0;1;1;0;0;bacot banget kunyuk sayang
Zionis laknat, fuck you jews dog!;1;1;0;1;1;0;0;0;0;0;1;0;zionis cinta laknat yahudi anjing
twitter logonya burung tapi isinya manusia, anjing, monyet, sama babi.';0;1;0;0;0;0;0;0;0;0;0;0;twitter logo burung isi manusia anjing monyet babi
SEUMGYOUN BENERWN ANJING HIS FUCKING SMILE  pic.twitter.com/Luwc90AMEE;0;1;0;0;0;0;0;0;0;0;0;0;seungyoun anjing senyum fuck
"Everyone is tweeting about Jokowi, but no one put critical opinion about KPK and other issues. Haters will always be haters, and for those supporters, what's your defense? And for the elite, what's the truth behind these issues?

#jokowiMUNDUR? Doubt it...";0;0;0;0;0;0;0;0;0;0;0;0;orang tweet jokowi kriti komisi berantas korupsi isu isu lie benci benci dukung tahan elit jokowi mundur ragu
dulu manis, sopan, terus gemes gitu, adik material, makamya dulu lu masuk jajaran my top sissy, tapi sekarang, najis jijay bajay, gaada manis2nya, gada gemes2nya, asu asuan terus kerjaannya, udah gue lepeh juga lah dr jajaran adik2 gue mon maap WKWKWKW';1;1;1;0;0;0;0;0;1;1;0;0;manis sopan gemas adik bahan makamya masuk jajar top banci najis jijik bajaj manis manis gemas gemas anjing asuh kerja lepeh also jajar adik adik mon maaf
"Anjir it means ""WHAT THE FUCK"" but BANGSAT and JUANCOK better than anjir,,,,";0;1;0;0;0;0;0;0;0;0;0;0;anjir arti fuck bangsat jancuk anjir tahan
USER nyanyi bareng yuk....;0;0;0;0;0;0;0;0;0;0;0;0;nyanyi bareng ayo
One of the many reasons why I prefer taking the MRT than the commuter is that there's no group of abang2 kampungan on the back talking loudly that the whole car can hear them, or screaming while playing their shitty mobage like snotty brats who lack public awareness.;0;1;0;0;0;0;0;0;0;0;0;0;salah ala suka ambil mrt tahan komuter grup abang abang kampung bicara kera mobil dengar teriak orang main mobage sebal anak nakal tuju sadar public
USER USER Katanya sudh jadi oom?... Kemarin itu gunting titit apa maksudnya..';0;1;0;0;0;0;0;0;0;0;0;0;om kemarin gunting titit maksud
USER tapi kenapa kamu malah cari musuh! dasar peranakan cebong kampret!';1;1;1;0;0;0;0;0;1;1;0;0;cari musuh dasar dasar ana kecebong kampret
Is there no #FreedomOfReligion in #Malaysia? #ShameOnYouMalaysia for stopping #Shia Muslims from practicing their faith. Why are you afraid?;1;0;0;1;0;0;0;0;1;0;1;0;bebas agama malaysia malu malaysia henti muslim syiah latih iman takut
"gua : okok i am now okay with showing vulnerability
playlist : dc merah taken putih single
gua : anjing";0;1;0;0;0;0;0;0;0;0;0;0;ok ok ok rentan playlist dc merah ambil putih tunggal anjing
Warga Pemuteran tolak Berita hoax dan dukung pilkada damai;0;0;0;0;0;0;0;0;0;0;0;0;warga putar tolak berita hoax dukung pilih kepala daerah damai
USER Wahahahaha kalau ada cacat selama pengiriman bisa cashback';0;0;0;0;0;0;0;0;0;0;0;0;cacat kirim cashback
USER USER Kalau tdk diambil dibilang tdk bisa nasionalisasi asset, antek asing. Kalau diambil pakai nama pribadi dan keluarga patut kita curigai dan nanya uang darimana, Tapi dengan tweet ini saya jadi sadar betapa pintarnya pemerintahan di;0;0;0;0;0;0;0;0;0;0;0;0;ambil bilang nasionalisasi aset antek asing ambil pakai nama pribadi keluarga patut kitd curiga duit twit nyanyi sadar betapa pintar perintah
USER Kristen stewart, seingetku :( \nSalah satu idolku jaman 2013 mungkin, sdh lupa ehhe';0;0;0;0;0;0;0;0;0;0;0;0;kristen stewart shalat idola zaman lupa
\xe2\x80\x94 \xe2\x80\x9ckamu drop out dari kampusmu?\xe2\x80\x9d ujar Baskoro dengan nada tegas. \n\nMata sipit Lion membukat dibuatnya. Tentu ia terkejut. Ia tak pernah memberi tahu siapa-siapa termasuk ibunya. \n\xe2\x80\x9cbapak tau dari anak temen b;0;0;0;0;0;0;0;0;0;0;0;0;putus kampus baskoro nada mata sipit singa buka besarbesaran kejut besarbesaran industri masuk tau anak teman b
Usir cina ganyang cina;1;0;0;1;0;1;0;0;0;0;0;1;usir cina ganyang cina
"Jokowi now being called a liar by Yasay and DU30. Jokowi hasn't learned, ""if u wrestle with a pig, u will get muddy""";1;0;1;0;0;0;0;0;1;1;0;0;jokowi bohong yasay du jokowi ajar gelut babi lumpur
"how does one dickhead slides into a girl's dm and go ""hi nak tetek?"" like ?????????? geli la anjing";0;1;0;0;0;0;0;0;0;0;0;0;slide kepala kontol pesan langsung gadis pergi nak tetek geli anjing
kalo di catatan harian menantu sinting, lakban = laki banget, sementara itu lakban menurut definisi df USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 URL;0;0;0;0;0;0;0;0;0;0;0;0;catat menantu sinting lakban pria banget lakban df
Entot adek mas ah ah terus mas enjot memek adek';0;1;0;0;0;0;0;0;0;0;0;0;entot adik enjot memek adik
Di Kazakhstan, kartun SpongeBob SquarePants dilarang, karena kartun ini menciptakan sebuah budaya holiganisme, kekerasan, dan bullying.;0;0;0;0;0;0;0;0;0;0;0;0;kazakhstan kartun spongebob squarepants larang kartun nyanyi create buah budaya hooliganisme kejar tinggal intimidasi
"USER Kalau dpkir walaupun kita tdk stuju ""islam nusantara""tp scr gak langsung nama ""islam"" kena kena juga imbasnya \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\nBrengsek tuh Antek Zionis yg nyelip diormas !!'";1;1;0;1;1;0;0;0;0;0;1;0;pikir kitd tuju islam nusantaratp operasi langsung n islam kena kena also imbas berengsek antek zionis selip organisasi masyarakat
RT USER: Goblok kok rauwisuwis ... #NakalBolehGoblokJangan URL;0;1;0;0;0;0;0;0;0;0;0;0;goblok selesai selesai nakal goblok
USER kolam buaya kagak ada qey';0;0;0;0;0;0;0;0;0;0;0;0;kolam buaya oke
USER || Itu... udah... ketawa kunti...';0;0;0;0;0;0;0;0;0;0;0;0;laugh kunti
USER GUE BERLIPAT LIPAT.\n\nOGT LIDER KESAYANGAN YA, SKRG PADA KEMANA NICH PERGI KEBULAN NAEK ONTA?!';0;0;0;0;0;0;0;0;0;0;0;0;lipat lipat ogt pimpin sayang nih pergi unta
"Do you wanna know why i think that #prabowogila ? Here is why:
1. He claimed he won, kpu final result hasn't even published yet!
2. Persepi request his internal Ã¢ÂÂreal count' team to publish their method on the poll, they keep it secret.
The fuck u want pret?";1;1;1;0;0;0;0;0;1;1;0;0;pikir prabowo gila klaim menang komisi pilih hasil terbit sepi count nyata internal tim publikasi metode pol rahasia fuck pret
Good morning all. Still democracy is better than monarchy. But don't let FPI and HTI hijack it!;0;0;0;0;0;0;0;0;0;0;0;0;pagi demokrasi monarki tahan biar bela islam hizbut tahrir indonesia bajak
Allah SWT yg Anda sembah 5x sehari tak akan memelukmu Pak Lukman, paling dekat dia membiarkanmu bersimpuh di kakinya;1;0;0;1;1;0;0;0;0;0;1;0;allah subhanahu wa taala sembah kali peluk lukman pagar biar simpuh kaki
Siapa paslon Gubernur dan Wakil Gubernur yang unggul dalam #iNewsDebatKandidat #JawaTengah malam ini? USER-USER atau USER-USER?;0;0;0;0;0;0;0;0;0;0;0;0;pasang calon gubernur wakil gubernur unggul heart inews debat kandidat jawa malam nyanyi
Pidex yg suka bash penipu lelang acc masih hidup? Yang dulu kek jijik sama jualan apps eh sekarang malah dia yg jualan apps :V mending lu jilat telapak kaki gue aja dex';0;1;0;0;0;0;0;0;0;0;0;0;injak suka pesta tipu lelang akun hidup jijik jual aplikasi jual aplikasi v jilat telapak kesemek dex
while anjing and babi makhluk Allah too, what's wrong brad?;0;0;0;0;0;0;0;0;0;0;0;0;anjing babi makhluk allah shalat brad
USER Kelakuan batak kafir itu ya seperti si USER. Suka memecah belah umat.;1;1;1;0;0;1;0;0;0;1;0;0;laku batak kafir suka pecah belah umat
USER USER USER Pengin gubernur baru;0;0;0;0;0;0;0;0;0;0;0;0;gubernur
Indonesians reaffirm faith in democracy - The Jakarta Post - Jakarta Post  http://dlvr.it/RMBFT3ÃÂ ;0;0;0;0;0;0;0;0;0;0;0;0;iman orang indonesia demokrasi jakarta po jakarta post
sori bukan munafik\n\ngimanapun suka nya gue atau sesering apapun gue having sex bukan berarti gue suka ngeliat akun akun anonim pake ava kntl seliweran di temlen atau notif gue\n\njadi sori banget kalo akun lo mesti gue blokir';0;1;0;0;0;0;0;0;0;0;0;0;sorus munafik suka hubung seks arti suka lihat akun akun anonim pakai ava kontol seliwer lini notifikasi sorus banget akun blokir
I like jembut haha;0;1;0;0;0;0;0;0;0;0;0;0;jembut
Nama: Indra J Piliang Status: Terperiksa Kasus: Penggunaan Narkotika (diduga) Mendukung Anies-Sandi;1;0;1;0;0;0;0;0;1;1;0;0;n indra j piliang status periksa narkotika duga dukung anies sandi
Kali JKT kumuh lagi. Anies-Sandi ngapain saja?;1;0;1;0;0;0;0;0;1;1;0;0;kali jakarta kumuh anies sandi
Kementerian Keuangan melalui Direktorat Jenderal Pajak (DJP) menargetkan penerimaan pajak 2018 sebesar Rp 1.454,5 triliun.;0;0;0;0;0;0;0;0;0;0;0;0;menteri uang direktorat jendral pajak direktorat jenderal pajak target terima pajak rp triliun
can u just cut those jembut-like jenggot?;0;1;0;0;0;0;0;0;0;0;0;0;potong jembut orang orang jenggot
USER TERORIS KAFIR BUDHA MYANMAR;1;1;0;1;1;1;0;0;0;0;1;0;teroris kafir buddha myanmar
Wowwwww cinta budaya bukan berarti kampungan sist, sorry before you say abaout ilke a you say, i belive i have englis be better and sorry this's no arougant but you have to be knew about thisÃ°ÂÂÂ;0;1;0;0;0;0;0;0;0;0;0;0;cinta budaya arti kampung sist maaf ilke belive milik bahasa inggris maaf arougant
USER Celakalah SukmakuMati tiada aku mengerti Syariah hdpku ssat\nCelakalah SukmakuMati auratku yg terurai mnampakkan buruknya wajahku\nCelakalah SukmakuMati nyanyian genjer2 yg aku suka mdatangkan Iblis disukmaku\nCelakalah SukmakuMati adzan tdk bs mngusir Iblis disukmaku.\nSukmakuMati';0;1;0;0;0;0;0;0;0;0;0;0;celaka sukmawati tiada erti syariat hidup sesat celaka sukmawati aurat urai buruk wajah celaka sukmawati nyanyi genjer genjer suka iblis sukma celaka sukmawati azan usir iblis sukma sukmawati
Rezim yg seolah sederhana merakyat dan suka pd kritik koreksi dri rakyat di opinikan terus menerus oleh media pro Diktator;1;0;1;0;0;0;0;0;1;1;0;0;rezim olah sederhana rakyat suka kritik koreksi naskah rakyat opini medium pro diktator
Sis anjing is one of the most loyal animal.....;0;0;0;0;0;0;0;0;0;0;0;0;adik anjing salah hewan setia pucat
USER ntar konbatnya gua yg pegang\xf0\x9f\x98\x8c wkwkwkwk geblek';0;1;0;0;0;0;0;0;0;0;0;0;konbatnya pegang geblek
Lagi, Wanita Berhijab Diserang Haters di Pesawat via USER;0;0;0;0;0;0;0;0;0;0;0;0;wanita hijab serang benci pesawat via
"Yes, bokep is life, dont munafik, everyine love it

Eh";0;0;0;0;0;0;0;0;0;0;0;0;iya bokep hidup munafik orang cinta
"Kerja.. Ada anak kecil.. Gue senyumin.. Seketika anaknya nangis , bilang ke papahnya ""pah, cici itu kaya vampir.. Ada taringnya""\n\nBangsad:))\nMakasih loh deee:))\nGue sedot juga tuh ubun ubun:))'";1;1;1;0;0;0;0;0;1;1;0;0;kerja anak senyum anak menang bilang pah cici kaya vampir tar bangsat terima kasih adik sedot also ubun ubun
RT USER: Pngen bngt dudukin kontol kayak gini nusuk2 perut, siapa yg mo jd kudanya didudukin? #bokepgratis #memek #ngentot https\xe2\x80\xa6';0;1;0;0;0;0;0;0;0;0;0;0;banget duduk kontol kayak tusuk nusuk perut kuda duduk bokep gratis memek ngentot
RT  USER: RT  USER: retweet if you hate plagiat like Malaysia #MalaysiaMiskinBudaya #TorTorPunyaIndonesia;1;0;0;1;0;0;0;0;1;0;1;0;tweet benci plagiat malaysia malaysia miskin budaya tortor indonesia
USER USER USER Pekerja asing';0;0;0;0;0;0;0;0;0;0;0;0;kerja asing
RT USER: gangerti lagi sama TNI yg mau maunya ngewe Banci :(\nMnding buat tania aja itu TNI nya:* tania ksh memek URL;1;1;0;1;0;0;0;1;0;0;1;0;erti tentara nasional indonesia ngewe banci tania tentara nasional indonesia tania kasih memek
If astroad really happen around first half of the next year in indonesia... I won't be able to watch them since I have to do survey for my thesis and that will suck my wallet dry Ã°ÂÂÂ¢ But it's such a rare opportunity for them to come here Ã°ÂÂÂ­Ã°ÂÂÂ­Ã°ÂÂÂ­;0;1;0;0;0;0;0;0;0;0;0;0;astroad indonesia menang tonton laku kumpul tesis sedot dompet kering langka
We called this sticker is jamur but literally this is palkon i mean pala kontol  https://twitter.com/NENGJAEPUT/status/1221313071408238592ÃÂ Ã¢ÂÂ¦;0;1;0;0;0;0;0;0;0;0;0;0;stiker jamur harfiah palkon arti kepala kontol
At the end, those shameless Indon fuckers who burned Malaysian flag will still beg us for jobs! #malaysiamiskinbudaya #tortorpunyaindonesia;1;1;0;1;0;0;0;0;1;0;1;0;malu indonesia cinta bakar bendera malaysia mohon kerja malaysia miskin budaya tortor indonesia
USER arahnya mau dibawa seperti pilkada DKI ya kang. ko jadi bahaya laten ya kalau semua pilkada dibikin kayak gitu..;0;0;0;0;0;0;0;0;0;0;0;0;arah bawa pilih kepala daerah daerah khusus ibukota kakak bahaya laten pilih kepala daerah kayak
USER USER Wakil gubernur 1 tingkalakunya dalam berpakaian kaya anak kecil aja padahal seorang pejabat pemerintahan stres kali ni orang. ???;1;1;1;0;0;0;1;0;0;1;0;0;wakil gubernur tingkah laku heart pakai kaya anak orang jabat perintah stres kali nih orangutan
"lulusan S1 mrka panggil prof -&gt; USER ; Ketum partai mrka panggil presiden -&gt; USER ; Org gk bisa ngaji mrka panggil ustad -&gt; USER ; Sang pemborong kasus tersangka mereka panggil ulama -&gt; USER ; ; Ini namanya Du";1;0;0;1;0;0;0;0;1;0;1;0;lulu panggil prof ketua partai panggil presiden orangutan aji panggil ustad nyanyi borong sangka panggil ulama nyanyi nama du
"Buzzer parpol pada sibuk naiking rating parpolnya. \n\nLiberal, syiah &amp; komunis sibuk jualan sekte agamanya. \n\nCebi sibuk jualan junjungannya 2 periode. \n\nBani Jamban masih sibuk muja2 Napi transparan. \n\nSebagian besar lalai akan ""waktu""'";1;1;0;1;1;0;0;0;0;0;1;0;buzzer partai politik sibuk peringkat partai politik liberal syiah komunis sibuk jual sekte agama cebi sibuk jual junjung periode ban jamban sibuk puja napi transparan gede lalai
USER babi lo jaringan cacat';1;1;0;1;0;0;0;0;1;0;1;0;babi jar cacat
Mewoh Dampingi Gubernur OD Hadiri Acara Puncak Festival Paskah GFG 2018;0;0;0;0;0;0;0;0;0;0;0;0;mewah damp gubernur kembang organisasi hadir acara puncak festival paskah gfg
USER USER sejauh yang saya baca dari artikel di internet, hanya jumlah lembar nya saja yang berbeda, untuk menandai kebutuhan masing masing orang, kalau sering ke luar negri ya pake 48, kalo gak sering ya 24, dan beberapa negara tetangga;0;0;0;0;0;0;0;0;0;0;0;0;baca artikel internet jangka lembar beda review tanda butuh orangutan negeri pakai gatra tetangga
i just said i want to take a bath first, with titit la~~~;0;1;0;0;0;0;0;0;0;0;0;0;ambil mandi titit
USER pengen ane emut emut say memek sexynyaa';0;1;0;0;0;0;0;0;0;0;0;0;emut emut sexynya memek
USER USER USER ketika USER tidak berhasil menyodorkan prestasi tokohnya, tdk ada prestasi partainya, maka yg muncul adalah aksi menjelek-jelekkan lawan. Ksihan si manis tp bego USER diperalat syahwat kekuasaan!!';1;1;0;1;0;0;0;0;1;0;1;0;hasil sodor prestasi tokoh prestasi partai muncul aksi jelek jelek lawan kasihan manis bego alat syahwat kuasa
USER USER USER Karena gak ada kristen transnasional yang ingin merubah dasar negara Indonesia, makanya gak perlu embel2 \xf0\x9f\x98\x83\xf0\x9f\x98\x83\xf0\x9f\x98\x83';0;0;0;0;0;0;0;0;0;0;0;0;kristen transnasional ubah dasar dasar negara indonesia embel embel
Barel di bom atau ada bom di barel???';0;0;0;0;0;0;0;0;0;0;0;0;barel bom bom barel
"USER USER Hahaha sialaaan nih si USER,; ; ternyata klo lg laper, ; presiden juga mau disikat sama doiÃ°???Ã°??Â½; ;";0;0;0;0;0;0;0;0;0;0;0;0;sial nih nyata lapar presiden sikat
"Gerinda is cancelled
Prabowo is cancelled
Cendanas is cancelled
Sandiaga Uno is cancelled
Anies Baswedan is cancelled
PAN is cancelled
PKS is cancelled
Amien Rais is cancelled
FPI is cancelled
HTI is cancelled

You moron para pendemo juga cancelled";1;1;0;1;0;0;0;0;1;0;1;0;gerindra batal prabowo batal cendanas batal sandiaga uno anies baswedan batal batal batal partai adil sejahtera batal amien rais batal bela islam batal hizbut tahrir indonesia batal tolol demo also batal
"USER USER incumbent nyatain dong wapres-nya siapa, apa takut di-backstab cakimin sama romi. ngoahahah; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #";1;1;0;1;0;0;0;0;1;0;1;0;kuasa nyata wakil presiden takut backstab cak imin romi ahli kecebong tukang tipu kecebong goblok ketulungan plonga plongo akibat optimisme
USER Apa kbr memek tembem..';0;1;0;0;0;0;0;0;0;0;0;0;kabar memek tembem
Without the apples,she will do it for free lol jk;1;0;1;0;0;0;0;0;1;1;0;0;apel laku gratis
USER USER Protes mulu u kayak dpr.';0;0;0;0;0;0;0;0;0;0;0;0;protes mulu kayak dewan wakil rakyat
USER Yg bawak kabur 35 T si hanggo ke singapura, si monyet ni diam aja';1;1;1;0;0;0;0;0;1;1;0;0;bawa kabur hanggo singapura monyet nih diam
22 Februari 1978 Masjid Istiqlal diresmikan Presiden Soeharto. Rancangan masjid terbesar di Asia Tenggara ini karya arsitek Friedrich Silaban. Sebagai seorang Kristiani, dia mengalami pergulatan batin ketika merancang tempat ibadah umat Islam itu.;0;0;0;0;0;0;0;0;0;0;0;0;februari masjid istiqlal resmi presiden soeharto rancang masjid asia tenggara nyanyi karya arsitek friedrich silaban orang kristiani alami gulat batin rancang ibadah umat islam
USER Ncib nya lagi jelek, pelcija bagus sih tapi goblog.';1;1;0;1;0;0;0;0;1;0;1;0;persib jelek persija bagus goblok
USER USER Emang jadi sampah itu hina banget....apalagi sampahnya orang spt km.....';1;1;1;0;0;0;0;0;1;1;0;0;sampah hina banget sampah orangutan km
Baru pertama kali gue bener2 naksir sama cowo yg mukanya asia parah, i mean....sipit, putih, adohhh gilak gue bener2 tergila2';0;0;0;0;0;0;0;0;0;0;0;0;kali taksir pria muka asia parah maksud sipit putih adohhh gila gila gila
RT USER: USER USER USER USER USER USER USER USER USER USER USER USER\xe2\x80\xa6';0;0;0;0;0;0;0;0;0;0;0;0; 
USER Politisasi Radikal ciri khas Komunis.';0;0;0;0;0;0;0;0;0;0;0;0;politisasi radikal ciri khas komunis
Ini kebobrokan birokrasi saat Anies Sandi menjabat nanti: URL via USER;1;0;1;0;0;0;0;0;1;1;0;0;nyanyi bobrok birokrasi anies sandi jabat via
USER Sejahat-jahat manusia ialah mereka yang suka mencari kesalahan dan kecelaan orang sebagaimana lalat mencari bangkai dari tempat2 yang busuk #QuranHour';0;0;0;0;0;0;0;0;0;0;0;0;jahat jahat manusia suka cari salah cela orangutan lalat cari bangkai busuk quranhour
Regrann from obrolanpolitik - JAKARTA,;0;0;0;0;0;0;0;0;0;0;0;0;regrann obrol politik jakarta
That's exactly how they treat boys, EMG KONTOL LO PD;1;1;0;1;0;0;0;0;1;0;1;0;persis laku anak laki laki kontol
yes! in indonesia still exist dolphin circuses, they had show in many towns far from the sea, really herat breaking. i try to campaign against them, from years ago. try to boicott their adv & show. but what we face here is bih power of company & government. this is sucks;0;1;0;0;0;0;0;0;0;0;0;0;iya indonesia eks lumba lumba sirkus milik acara kota kota laut herat istirahat coba kampanye lawan coba boikot acara adv hadap kuat perintah usaha sebal
USER Bener juga. Orang2 yang biasa njeplak asal buka mulut di depan publik itu kemungkinan besar sakaw bin sarap gegara narkoba.';0;1;0;0;0;0;0;0;0;0;0;0;also orangutan orangutan njeplak buka mulut public gede sakau bin sarap gara gara narkoba
"I've been in up and downs in life. Intinya ""ngapain si sombong elahhh"" 
Such a kampungan mind thing i thought";0;1;0;0;0;0;0;0;0;0;0;0;surut hidup inti sombong kampung pikir pikir
